agent_id,round,reward,termination,truncation,action_type,offer_to_opponent
agent_0,0,0.0,False,False,1.0,"[3, 10]"
agent_1,1,0.0,False,False,1.0,"[10, 3]"
agent_0,1,-10.0,False,False,1.0,"[4, 10]"
agent_1,2,0.0,False,False,1.0,"[10, 1]"
agent_0,2,-10.0,False,False,1.0,"[1, 10]"
agent_1,3,-1.0,False,True,,
agent_0,3,-1.0,False,True,,
