simulation_id,agent1_type,agent2_type,agreement_reached,agent0_final_reward,agent1_final_reward,final_round
0,rl,rulebased,False,0,-1.0,20
1,rl,rulebased,False,0,-1.0,20
2,rl,rulebased,False,0,-1.0,20
3,rl,rulebased,False,0,-1.0,20
4,rl,rulebased,False,0,-1.0,20
5,rl,rulebased,False,0,-1.0,20
6,rl,rulebased,False,0,-1.0,20
7,rl,rulebased,False,0,-1.0,20
8,rl,rulebased,False,0,-1.0,20
9,rl,rulebased,False,0,-1.0,20
