agent_id,round,reward,termination,truncation,action_type,offer_to_opponent
agent_0,0,0.0,False,False,1.0,"[3, 2]"
agent_1,1,0.0,False,False,1.0,"[3, 4]"
agent_0,1,-10.0,False,False,1.0,"[3, 3]"
agent_1,2,0.0,False,False,1.0,"[5, 4]"
agent_0,2,-10.0,False,False,1.0,"[2, 1]"
agent_1,3,0.0,False,False,1.0,"[5, 5]"
agent_0,3,-10.0,False,False,1.0,"[1, 1]"
agent_1,4,0.0,False,False,1.0,"[5, 5]"
agent_0,4,-10.0,False,False,1.0,"[3, 1]"
agent_1,5,-1.0,False,True,,
agent_0,5,-1.0,False,True,,
