agent_id,round,reward,termination,truncation,action_type,offer_to_opponent
agent_0,0,0.0,False,False,1.0,"[4, 1]"
agent_1,1,0.0,False,False,0.0,
agent_0,1,-4.63,True,False,,
agent_1,1,0.8699999999999999,True,False,,
